Data File Name,2100 expert_High Sensitivity DNA Assay_DE34903936_2014-02-25_12-30-24.xad
Data File Path,S:\Genomics\Next_Gen_Sequencing\Solexa_Illumina\HiSEQ\Shilatifard\DHU\MOLNG-737
Date Created,"Tuesday, February 25, 2014 6:30:24 PM"
Date Last Modified,"Tuesday, February 25, 2014 7:16:16 PM"
Version Created,B.02.08.SI648
Version Last Modified,B.02.08.SI648
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.03
 
Number of Samples Run,11
 
Sample Name,L8577 10nM
Number of Events,2121
 
Time,Value
32,5.095527E-02
32.05,3.945426E-02
32.1,8.252193E-02
32.15,-4.565955E-02
32.2,1.798978E-02
32.25,0.2535893
32.3,0.461281
32.35,0.4502845
32.4,0.2746917
32.45,8.722202E-02
32.5,-0.1382132
32.55,-0.2068361
32.6,0.1272867
32.65,0.4350601
32.7,0.5272162
32.75,0.393475
32.8,0.1831198
32.85,-3.175773E-02
32.9,-7.828983E-02
32.95,0.0690313
33,0.2676697
33.05,0.226908
33.1,0.1115156
33.15,-0.1003866
33.2,-0.3438068
33.25,-0.4896271
33.3,-0.5082124
33.35,-0.4745299
33.4,-0.4752558
33.45,-0.4045184
33.5,-0.3951198
33.55,-0.2721393
33.6,-0.1640557
33.65,-7.746609E-02
33.7,-0.1168757
33.75,-0.1222104
33.8,-0.1373759
33.85,-9.615286E-02
33.9,5.570374E-02
33.95,9.220888E-02
34,-0.0538648
34.05,-0.2708615
34.1,-0.4562453
34.15,-0.7169811
34.2,-0.7816423
34.25,-0.5635986
34.3,-0.2014214
34.35,0.0605015
34.4,0.2013582
34.45,0.1707215
34.5,-0.1569386
34.55,-0.4561315
34.6,-0.5640339
34.65,-0.5566095
34.7,-0.5180275
34.75,-0.3858944
34.8,-0.1087265
34.85,5.449951E-02
34.9,0.2231843
34.95,0.2172984
35,-5.487923E-02
35.05,-0.4862712
35.1,-0.9044998
35.15,-0.9940167
35.2,-0.7722037
35.25,-0.4289137
35.3,-7.810295E-02
35.35,0.1804981
35.4,0.2046492
35.45,2.218101E-02
35.5,-7.822537E-02
35.55,8.528976E-03
35.6,0.1276116
35.65,5.739038E-02
35.7,-0.1618425
35.75,-0.4623058
35.8,-0.6874735
35.85,-0.6703836
35.9,-0.3849112
35.95,-0.256199
36,-0.4475464
36.05,-0.7247258
36.1,-0.9150515
36.15,-0.9228827
36.2,-0.7816104
36.25,-0.6525006
36.3,-0.6313337
36.35,-0.6911796
36.4,-0.8031828
36.45,-0.521165
36.5,-0.2557033
36.55,-0.295847
36.6,-0.621848
36.65,-0.8406774
36.7,-0.9960212
36.75,-1.0452
36.8,-0.7924402
36.85,-0.5167302
36.9,-0.4931835
36.95,-0.4316114
37,-0.3848769
37.05,-0.6311142
37.1,-0.8268966
37.15,-0.8114539
37.2,-0.734609
37.25,-0.6678269
37.3,-0.6433498
37.35,-0.7431174
37.4,-1.046345
37.45,-1.304163
37.5,-1.397137
37.55,-1.3067
37.6,-1.128145
37.65,-0.9489427
37.7,-0.5831068
37.75,-0.4022028
37.8,-0.3845662
37.85,-0.6037804
37.9,-0.9048256
37.95,-1.216899
38,-1.250271
38.05,-0.9428868
38.1,-0.6832262
38.15,-0.5565639
38.2,-0.5581356
38.25,-0.5410803
38.3,-0.8333843
38.35,-1.117557
38.4,-1.189344
38.45,-1.133085
38.5,-0.8836161
38.55,-0.6958944
38.6,-0.5527216
38.65,-0.6511693
38.7,-0.9209579
38.75,-1.113262
38.8,-1.179026
38.85,-1.213027
38.9,-1.261397
38.95,-1.111859
39,-0.9933423
39.05,-1.020811
39.1,-1.125309
39.15,-1.297449
39.2,-1.496169
39.25,-1.68813
39.3,-1.725871
39.35,-1.504584
39.4,-1.207716
39.45,-0.8415238
39.5,-0.6015049
39.55,-0.5680923
39.6,-0.9551018
39.65,-1.26877
39.7,-1.216911
39.75,-1.02393
39.8,-0.7282043
39.85,-0.367875
39.9,-0.2473062
39.95,-0.4006683
40,-0.5750821
40.05,-0.7578738
40.1,-1.043935
40.15,-1.24808
40.2,-1.282575
40.25,-1.198096
40.3,-1.049834
40.35,-0.7417594
40.4,-0.6701249
40.45,-0.8552781
40.5,-1.110506
40.55,-1.297185
40.6,-1.142604
40.65,-1.21916
40.7,-1.319502
40.75,-1.378406
40.8,-1.402773
40.85,-1.261195
40.9,-1.027502
40.95,-0.9915703
41,-1.202062
41.05,-1.246083
41.1,-1.192407
41.15,-1.187627
41.2,-1.154464
41.25,-1.074247
41.3,-1.071258
41.35,-0.9743328
41.4,-0.9168186
41.45,-1.132355
41.5,-1.205911
41.55,-1.359766
41.6,-1.474055
41.65,-1.480562
41.7,-1.149931
41.75,-0.9827075
41.8,-0.9488415
41.85,-0.8352721
41.9,-0.7679363
41.95,-0.7179959
42,-0.4979088
42.05,-0.1474553
42.1,-0.1168049
42.15,-0.2093587
42.2,-0.354668
42.25,-0.4172473
42.3,-0.6022241
42.35,-0.5967545
42.4,-0.3872685
42.45,-7.943854E-02
42.5,0.6736873
42.55,2.538167
42.6,6.721793
42.65,13.79266
42.7,24.32903
42.75,38.01706
42.8,53.99814
42.85,70.77935
42.9,85.5871
42.95,95.4813
43,97.80933
43.05,91.49393
43.1,78.425
43.15,61.84119
43.2,44.90281
43.25,29.73787
43.3,17.92073
43.35,9.839489
43.4,5.075935
43.45,2.488698
43.5,1.626295
43.55,1.421555
43.6,1.292897
43.65,1.21548
43.7,1.145404
43.75,0.8779442
43.8,0.3713091
43.85,-1.039747E-02
43.9,-0.2695832
43.95,-0.2675318
44,-9.109058E-02
44.05,0.2607801
44.1,0.4514554
44.15,0.3698055
44.2,0.3575495
44.25,0.3282912
44.3,0.2292493
44.35,1.778787E-02
44.4,3.489815E-02
44.45,0.1855105
44.5,-2.180278E-02
44.55,-0.2348894
44.6,-0.3995799
44.65,-0.604242
44.7,-0.8353435
44.75,-0.7888213
44.8,-0.6759503
44.85,-0.8367171
44.9,-1.071074
44.95,-1.118837
45,-1.16547
45.05,-1.409263
45.1,-1.545516
45.15,-1.578413
45.2,-1.618485
45.25,-1.573116
45.3,-1.294021
45.35,-1.079672
45.4,-1.231111
45.45,-1.462251
45.5,-1.620346
45.55,-1.876815
45.6,-2.081335
45.65,-1.922403
45.7,-1.689472
45.75,-1.487675
45.8,-1.286453
45.85,-1.109923
45.9,-1.080252
45.95,-1.157048
46,-1.200738
46.05,-1.362518
46.1,-1.570708
46.15,-1.70188
46.2,-1.742154
46.25,-1.681533
46.3,-1.554289
46.35,-1.703753
46.4,-1.887368
46.45,-2.085802
46.5,-2.249355
46.55,-2.386096
46.6,-2.355824
46.65,-2.297317
46.7,-2.517063
46.75,-2.379471
46.8,-2.067875
46.85,-1.8824
46.9,-1.675594
46.95,-1.397616
47,-1.40946
47.05,-1.491844
47.1,-1.361515
47.15,-1.281663
47.2,-1.438199
47.25,-1.676744
47.3,-1.763767
47.35,-1.912789
47.4,-1.93931
47.45,-2.035792
47.5,-2.104363
47.55,-2.23314
47.6,-2.302052
47.65,-2.268027
47.7,-2.289307
47.75,-2.393295
47.8,-2.635705
47.85,-2.567592
47.9,-2.544812
47.95,-2.513941
48,-2.445647
48.05,-2.262865
48.1,-2.106333
48.15,-2.007773
48.2,-1.839966
48.25,-1.957538
48.3,-2.067631
48.35,-2.126119
48.4,-2.014801
48.45,-2.147563
48.5,-2.349191
48.55,-2.341972
48.6,-2.283588
48.65,-2.188339
48.7,-2.220391
48.75,-2.190494
48.8,-2.382462
48.85,-2.253136
48.9,-1.992901
48.95,-1.834109
49,-1.888393
49.05,-2.198247
49.1,-2.433052
49.15,-2.63255
49.2,-2.571012
49.25,-2.418931
49.3,-2.242893
49.35,-2.254924
49.4,-2.31948
49.45,-2.260622
49.5,-2.31054
49.55,-2.409915
49.6,-2.37077
49.65,-2.364978
49.7,-2.488271
49.75,-2.458115
49.8,-2.4675
49.85,-2.460719
49.9,-2.442926
49.95,-2.217165
50,-1.938893
50.05,-1.701457
50.1,-1.582268
50.15,-1.888828
50.2,-2.133894
50.25,-2.284933
50.3,-2.160578
50.35,-1.791276
50.4,-1.487783
50.45,-1.706451
50.5,-2.232533
50.55,-2.599301
50.6,-2.887338
50.65,-2.845064
50.7,-2.670378
50.75,-2.344815
50.8,-2.054868
50.85,-1.83571
50.9,-1.866337
50.95,-2.136598
51,-2.536869
51.05,-3.040746
51.1,-3.156709
51.15,-2.992281
51.2,-2.666284
51.25,-2.362492
51.3,-2.089573
51.35,-2.185598
51.4,-2.25491
51.45,-2.128262
51.5,-2.145965
51.55,-2.392683
51.6,-2.65068
51.65,-2.723711
51.7,-2.781715
51.75,-2.448509
51.8,-2.096708
51.85,-2.13808
51.9,-2.371414
51.95,-2.864199
52,-3.121831
52.05,-3.169816
52.1,-2.880895
52.15,-2.650166
52.2,-2.456719
52.25,-2.414553
52.3,-2.496155
52.35,-2.314905
52.4,-2.158217
52.45,-2.118865
52.5,-2.206119
52.55,-2.275527
52.6,-2.499222
52.65,-2.690034
52.7,-2.558845
52.75,-2.139233
52.8,-1.730874
52.85,-1.386446
52.9,-1.084032
52.95,-0.9542047
53,-0.5884753
53.05,0.1561789
53.1,1.028764
53.15,1.464289
53.2,1.259913
53.25,0.6280993
53.3,-0.1834926
53.35,-0.8182879
53.4,-1.447895
53.45,-1.787311
53.5,-2.117111
53.55,-2.461126
53.6,-2.515437
53.65,-2.335276
53.7,-2.255398
53.75,-2.438479
53.8,-2.533184
53.85,-2.820158
53.9,-2.870903
53.95,-2.721926
54,-2.614445
54.05,-2.795399
54.1,-3.160092
54.15,-3.386199
54.2,-3.53142
54.25,-3.492597
54.3,-3.315603
54.35,-3.16096
54.4,-3.095554
54.45,-3.203504
54.5,-3.220101
54.55,-3.18472
54.6,-3.286735
54.65,-3.288953
54.7,-3.209842
54.75,-3.10337
54.8,-3.036623
54.85,-3.079197
54.9,-3.030734
54.95,-3.087643
55,-2.951159
55.05,-2.891919
55.1,-2.964571
55.15,-3.189057
55.2,-3.415732
55.25,-3.495426
55.3,-3.373697
55.35,-3.038727
55.4,-2.993068
55.45,-2.99412
55.5,-3.15472
55.55,-3.291374
55.6,-3.368663
55.65,-3.267233
55.7,-2.875637
55.75,-2.391685
55.8,-1.963335
55.85,-2.122951
55.9,-2.752005
55.95,-3.40039
56,-3.646487
56.05,-3.512489
56.1,-3.212776
56.15,-2.97918
56.2,-2.978088
56.25,-3.229343
56.3,-3.410013
56.35,-3.454883
56.4,-3.451371
56.45,-3.395265
56.5,-3.263542
56.55,-3.274433
56.6,-3.425108
56.65,-3.621266
56.7,-3.676837
56.75,-3.76398
56.8,-3.840323
56.85,-3.73318
56.9,-3.52475
56.95,-3.396116
57,-3.358203
57.05,-3.323883
57.1,-3.285152
57.15,-3.366179
57.2,-3.234708
57.25,-3.13287
57.3,-3.37524
57.35,-3.818076
57.4,-3.909217
57.45,-3.577642
57.5,-3.107255
57.55,-2.646852
57.6,-2.37132
57.65,-2.371374
57.7,-2.826245
57.75,-3.18711
57.8,-3.355438
57.85,-3.496853
57.9,-3.568166
57.95,-3.475098
58,-3.401217
58.05,-3.435605
58.1,-3.437248
58.15,-3.342028
58.2,-3.558882
58.25,-3.869875
58.3,-4.0728
58.35,-3.98146
58.4,-3.646341
58.45,-3.243324
58.5,-2.967085
58.55,-2.983545
58.6,-3.227539
58.65,-3.267722
58.7,-3.194928
58.75,-3.293854
58.8,-3.425378
58.85,-3.464164
58.9,-3.281786
58.95,-2.972119
59,-2.628017
59.05,-2.558997
59.1,-2.830561
59.15,-3.142086
59.2,-3.307262
59.25,-3.215329
59.3,-3.089909
59.35,-2.745165
59.4,-2.463695
59.45,-2.411414
59.5,-2.258499
59.55,-2.357229
59.6,-2.40447
59.65,-2.591133
59.7,-2.538512
59.75,-2.460718
59.8,-2.261486
59.85,-1.937963
59.9,-1.681812
59.95,-1.389037
60,-1.391468
60.05,-1.392766
60.1,-1.239888
60.15,-1.122716
60.2,-1.032852
60.25,-0.6382397
60.3,-0.2045949
60.35,6.932817E-02
60.4,0.1423751
60.45,3.084525E-02
60.5,1.806641E-02
60.55,1.195125E-03
60.6,0.3064683
60.65,0.5985608
60.7,0.9671466
60.75,1.240698
60.8,1.493059
60.85,2.070592
60.9,2.414447
60.95,2.833771
61,3.160662
61.05,3.679143
61.1,4.018921
61.15,4.517206
61.2,5.059935
61.25,5.414941
61.3,5.751585
61.35,6.137248
61.4,6.906645
61.45,7.714704
61.5,8.123935
61.55,8.486747
61.6,8.959939
61.65,9.310952
61.7,9.759146
61.75,10.54643
61.8,11.34077
61.85,11.70968
61.9,11.99556
61.95,12.46851
62,13.07581
62.05,13.82223
62.1,14.55645
62.15,15.13148
62.2,15.51414
62.25,15.78922
62.3,16.58408
62.35,17.78086
62.4,18.27969
62.45,18.35649
62.5,18.25986
62.55,18.40929
62.6,19.046
62.65,20.07611
62.7,21.13111
62.75,21.69958
62.8,22.16034
62.85,22.91612
62.9,23.61365
62.95,24.43572
63,25.26261
63.05,26.21645
63.1,26.73508
63.15,27.13012
63.2,27.57636
63.25,27.81844
63.3,28.06079
63.35,28.24681
63.4,28.88366
63.45,29.44654
63.5,30.03766
63.55,30.8437
63.6,31.57675
63.65,31.97928
63.7,32.54208
63.75,33.39337
63.8,33.74429
63.85,34.37125
63.9,34.94711
63.95,35.7204
64,36.14655
64.05,36.78291
64.1,37.07321
64.15,36.91169
64.2,37.20182
64.25,37.66394
64.3,38.50725
64.35,39.50249
64.4,40.58353
64.45,41.26295
64.5,41.47561
64.55,41.55025
64.6,41.76523
64.65,42.33966
64.7,43.16434
64.75,43.93121
64.8,44.3861
64.85,44.47193
64.9,44.48079
64.95,44.77249
65,45.40939
65.05,45.65763
65.1,45.61195
65.15,45.95527
65.2,46.66803
65.25,47.97772
65.3,49.17973
65.35,49.6632
65.4,49.99786
65.45,49.87697
65.5,50.20219
65.55,50.90349
65.6,51.83804
65.65,52.17208
65.7,52.60767
65.75,53.36497
65.8,53.21949
65.85,53.06898
65.9,53.01137
65.95,52.79626
66,53.08665
66.05,53.81011
66.1,54.40842
66.15,54.86393
66.2,55.0759
66.25,55.55854
66.3,56.08388
66.35,56.76902
66.4,56.69208
66.45,56.96914
66.5,57.24742
66.55,57.29452
66.6,57.33786
66.65,57.46489
66.7,57.81636
66.75,58.33723
66.8,59.58717
66.85,59.86617
66.9,59.48471
66.95,58.99944
67,58.51804
67.05,58.43646
67.1,58.95176
67.15,59.45316
67.2,60.07199
67.25,60.94973
67.3,61.584
67.35,61.78801
67.4,61.88827
67.45,61.87525
67.5,61.57531
67.55,61.74215
67.6,62.11919
67.65,62.14702
67.7,62.32565
67.75,62.71154
67.8,63.317
67.85,63.92637
67.9,64.49481
67.95,64.67137
68,64.43913
68.05,63.7763
68.1,63.85433
68.15,64.27717
68.2,64.46198
68.25,64.88184
68.3,65.41393
68.35,65.57586
68.4,65.59125
68.45,65.81622
68.5,65.93358
68.55,65.77428
68.6,65.73861
68.65,66.05751
68.7,66.14541
68.75,66.63528
68.8,67.02613
68.85,66.92632
68.9,66.37991
68.95,66.19743
69,66.71908
69.05,67.05807
69.1,67.76989
69.15,67.5809
69.2,67.05373
69.25,66.96233
69.3,67.28747
69.35,67.58531
69.4,67.88223
69.45,68.26224
69.5,68.08759
69.55,68.55538
69.6,68.48556
69.65,68.14776
69.7,67.61868
69.75,67.52037
69.8,67.97382
69.85,68.17657
69.9,68.54987
69.95,68.85379
70,68.61695
70.05,68.15613
70.1,68.46615
70.15,68.7233
70.2,68.79877
70.25,68.97812
70.3,68.88992
70.35,68.20963
70.4,68.04163
70.45,67.75583
70.5,67.8032
70.55,67.90852
70.6,67.63618
70.65,67.31778
70.7,67.08518
70.75,66.91479
70.8,66.85186
70.85,66.80718
70.9,67.02788
70.95,66.8838
71,67.40208
71.05,67.71603
71.1,67.76816
71.15,67.71548
71.2,67.41663
71.25,67.37965
71.3,66.87485
71.35,66.8057
71.4,66.70679
71.45,65.7503
71.5,65.19635
71.55,65.45557
71.6,65.66143
71.65,65.75639
71.7,66.12043
71.75,66.39019
71.8,66.23341
71.85,66.30487
71.9,66.15292
71.95,65.60974
72,64.9899
72.05,64.56008
72.1,64.24213
72.15,64.10537
72.2,63.75208
72.25,63.65792
72.3,63.61399
72.35,63.80502
72.4,63.98505
72.45,64.39165
72.5,64.60889
72.55,64.43535
72.6,64.46241
72.65,64.36102
72.7,64.21398
72.75,64.0949
72.8,63.72237
72.85,63.47581
72.9,63.42973
72.95,63.2997
73,63.43381
73.05,63.62336
73.1,63.55801
73.15,63.27167
73.2,63.16417
73.25,62.75427
73.3,61.61049
73.35,61.71189
73.4,62.72818
73.45,62.65468
73.5,62.2639
73.55,62.17184
73.6,61.68727
73.65,61.2585
73.7,61.93781
73.75,62.86422
73.8,62.57937
73.85,62.20157
73.9,62.09864
73.95,61.5126
74,60.95047
74.05,60.49329
74.1,59.83509
74.15,58.74956
74.2,58.10558
74.25,58.5408
74.3,58.96854
74.35,58.88912
74.4,58.99184
74.45,59.18386
74.5,58.84109
74.55,58.68539
74.6,58.93683
74.65,58.56746
74.7,58.18287
74.75,57.8398
74.8,57.6738
74.85,57.46033
74.9,57.88155
74.95,58.54522
75,58.59565
75.05,58.20376
75.1,57.02758
75.15,56.47985
75.2,56.59604
75.25,56.56007
75.3,56.60181
75.35,56.36726
75.4,55.73322
75.45,55.24729
75.5,55.29653
75.55,55.70605
75.6,55.85235
75.65,56.42482
75.7,56.49834
75.75,56.4516
75.8,56.08714
75.85,55.54028
75.9,55.45438
75.95,55.46046
76,55.64522
76.05,55.82636
76.1,55.8698
76.15,55.59386
76.2,55.69246
76.25,56.27743
76.3,56.3409
76.35,55.88023
76.4,55.54961
76.45,55.09761
76.5,54.58817
76.55,55.04819
76.6,55.41351
76.65,55.23674
76.7,55.06562
76.75,55.27729
76.8,55.63532
76.85,56.02571
76.9,56.04541
76.95,55.34219
77,55.4334
77.05,55.52351
77.1,55.58719
77.15,55.79366
77.2,55.88227
77.25,55.68087
77.3,55.59294
77.35,55.8903
77.4,55.93187
77.45,55.6712
77.5,55.70549
77.55,55.70362
77.6,55.53205
77.65,55.49477
77.7,55.6598
77.75,55.86424
77.8,55.53681
77.85,55.75969
77.9,56.00078
77.95,55.48095
78,54.45038
78.05,54.3382
78.1,55.02538
78.15,56.02599
78.2,56.86713
78.25,57.00135
78.3,56.46456
78.35,56.05631
78.4,56.30237
78.45,56.87796
78.5,57.33491
78.55,57.2098
78.6,57.2119
78.65,57.58085
78.7,58.05966
78.75,57.91836
78.8,57.8486
78.85,57.66253
78.9,57.39009
78.95,57.3027
79,57.68434
79.05,58.2807
79.1,58.4671
79.15,58.73529
79.2,58.90614
79.25,59.10887
79.3,59.15297
79.35,58.85766
79.4,58.72686
79.45,58.42524
79.5,58.61422
79.55,59.23593
79.6,59.59797
79.65,59.53002
79.7,59.40964
79.75,58.95625
79.8,58.7507
79.85,59.11142
79.9,59.60711
79.95,59.53037
80,59.20112
80.05,58.89773
80.1,58.2765
80.15,58.24987
80.2,59.00666
80.25,59.92788
80.3,60.17066
80.35,60.24887
80.4,60.77333
80.45,60.93856
80.5,60.96848
80.55,60.8173
80.6,60.66034
80.65,60.70694
80.7,61.42749
80.75,62.39437
80.8,62.98757
80.85,63.369
80.9,63.1851
80.95,62.95589
81,62.57495
81.05,62.73582
81.1,62.86821
81.15,62.97075
81.2,62.95324
81.25,63.20638
81.3,63.60853
81.35,63.10712
81.4,62.74187
81.45,62.1113
81.5,62.37066
81.55,63.34138
81.6,64.31944
81.65,64.67098
81.7,64.61703
81.75,64.81906
81.8,65.13964
81.85,65.98561
81.9,66.25444
81.95,66.12606
82,65.82887
82.05,65.65308
82.1,65.4371
82.15,65.59176
82.2,65.98135
82.25,66.29947
82.3,66.89017
82.35,67.12003
82.4,67.21277
82.45,67.22353
82.5,67.58038
82.55,67.62955
82.6,67.78884
82.65,67.63749
82.7,66.7271
82.75,66.46696
82.8,67.26282
82.85,67.74145
82.9,67.68764
82.95,67.9929
83,68.2552
83.05,67.42951
83.1,67.16812
83.15,68.20211
83.2,68.73254
83.25,69.27134
83.3,69.23654
83.35,68.79105
83.4,68.17769
83.45,68.0306
83.5,68.32639
83.55,68.04807
83.6,67.59119
83.65,66.91959
83.7,67.19931
83.75,68.01686
83.8,68.23759
83.85,68.10025
83.9,68.06515
83.95,67.96027
84,67.95869
84.05,67.95866
84.1,68.30231
84.15,68.54459
84.2,68.8018
84.25,69.25225
84.3,69.46475
84.35,69.82003
84.4,70.0399
84.45,70.0481
84.5,69.3303
84.55,68.84982
84.6,68.29264
84.65,68.06332
84.7,68.78906
84.75,69.16177
84.8,69.26741
84.85,69.06927
84.9,68.97837
